Birth Rate,Business Tax Rate,CO2 Emissions,PopXbirth rate,Country,Days to Start Business,Ease of Business,Energy Usage,gdp,Health Exp % GDP,Health Exp/Capita,Hours to do Tax (bin),Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage (bin),Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
1.10%,,2288,1114.784,Aruba,,,,2791960894,,,,,,0.5,11.20%,77,72,1.2,1.2,1,21.20%,69.30%,9.60%,101344,43.80%,The Americas,"$1,353,000,000 ","$273,000,000 ",2008
1.10%,,2296,1115.598,Aruba,,,,2498932961,,,,,,0.6,10.80%,77,72,1.3,1.3,1,21.00%,69.00%,9.90%,101418,43.40%,The Americas,"$1,224,000,000 ","$265,000,000 ",2009
1.10%,,2321,1117.567,Aruba,,,,2467703911,,,,,,0.6,10.70%,77,73,1.3,1.3,1,20.80%,68.90%,10.30%,101597,43.10%,The Americas,"$1,256,000,000 ","$264,000,000 ",2010
1.10%,,,1121.252,Aruba,,,,2584463687,,,,,,0.7,9.70%,78,73,,,1,20.40%,68.90%,10.70%,101932,42.70%,The Americas,"$1,360,000,000 ","$289,000,000 ",2011
1.00%,,,1023.84,Aruba,,,,,,,,,,0.7,9.20%,78,73,1.3,1.3,1,19.90%,69.00%,11.00%,102384,42.40%,The Americas,"$1,414,000,000 ","$296,000,000 ",2012
1.30%,,329605,248989,Australia,,,108110,4.15E+11,8.10%,"$1,713 ",,,0.50%,0.5,9.30%,82,77,0.4,0.4,1,20.70%,66.90%,12.40%,19153000,87.20%,Oceania,"$13,016,000,000 ","$8,780,000,000 ",2000
1.30%,,324860,252369,Australia,,,105751,3.79E+11,8.20%,"$1,632 ",,,0.50%,0.5,8.70%,82,77,0.5,0.6,1,20.60%,66.90%,12.50%,19413000,87.40%,Oceania,"$12,804,000,000 ","$8,053,000,000 ",2001
1.30%,,341002,255468.2,Australia,,,109461,3.94E+11,8.40%,"$1,847 ",,,0.50%,,8.20%,83,77,0.6,0.6,1,20.40%,67.00%,12.60%,19651400,87.50%,Oceania,"$13,624,000,000 ","$8,494,000,000 ",2002
1.30%,,346476,258640.2,Australia,3,,110814,4.67E+11,8.30%,"$2,323 ",,,0.50%,,8.40%,83,78,0.7,0.7,1,20.20%,67.10%,12.70%,19895400,87.70%,Oceania,"$16,647,000,000 ","$10,135,000,000 ",2003
1.20%,,348757,241528.8,Australia,3,,112696,6.13E+11,8.60%,"$2,872 ",,,0.50%,,8.90%,83,78,0.8,0.8,1,20.00%,67.20%,12.80%,20127400,87.80%,Oceania,"$20,453,000,000 ","$14,224,000,000 ",2004
1.30%,52.10%,362685,265132.4,Australia,3,,113503,6.94E+11,8.50%,"$3,136 ",0,107,0.50%,0.6,9.10%,83,79,0.8,0.9,1,19.80%,67.30%,12.90%,20394800,88.00%,Oceania,"$19,820,000,000 ","$15,656,000,000 ",2005
1.30%,51.10%,371214,269072.7,Australia,3,,115020,7.47E+11,8.50%,"$3,330 ",0,107,0.50%,0.7,9.40%,84,79,0.9,0.9,1,19.50%,67.40%,13.00%,20697900,88.20%,Oceania,"$20,726,000,000 ","$16,446,000,000 ",2006
1.40%,50.10%,377235,291586.4,Australia,3,,118655,8.54E+11,8.60%,"$3,956 ",0,107,0.50%,0.7,8.20%,84,79,0.9,1,1,19.30%,67.60%,13.10%,20827600,88.30%,Oceania,"$25,624,000,000 ","$20,429,000,000 ",2007
1.40%,49.90%,387635,297488.8,Australia,3,,122519,1.06E+12,8.80%,"$4,237 ",0,107,0.40%,0.7,8.90%,84,79,1,1,1,19.20%,67.70%,13.20%,21249200,88.40%,Oceania,"$28,306,000,000 ","$24,689,000,000 ",2008
1.40%,47.60%,395094,303683.8,Australia,3,,122108,9.27E+11,9.00%,"$4,118 ",0,107,0.40%,0.7,6.00%,84,79,0.9,1,1,19.00%,67.70%,13.30%,21691700,88.60%,Oceania,"$28,022,000,000 ","$21,891,000,000 ",2009
1.40%,47.50%,373081,308445.2,Australia,3,,122512,1.14E+12,8.90%,"$5,138 ",0,109,0.40%,0.8,7.30%,84,80,0.9,1,1,18.90%,67.60%,13.40%,22031800,88.70%,Oceania,"$32,336,000,000 ","$27,534,000,000 ",2010
1.40%,47.30%,,312760,Australia,3,,122888,1.39E+12,9.20%,"$6,114 ",0,109,0.40%,0.8,7.70%,84,80,1,1,1,18.90%,67.40%,13.70%,22340000,88.90%,Oceania,"$34,207,000,000 ","$33,328,000,000 ",2011
1.40%,47.20%,,318134.6,Australia,3,10,133681,1.53E+12,9.10%,"$6,140 ",0,109,0.40%,0.8,7.00%,84,80,1,1.1,1,18.90%,67.10%,14.00%,22723900,89.00%,Oceania,"$34,130,000,000 ","$34,704,000,000 ",2012
1.00%,,63696,80115.66,Austria,,,28558,1.92E+11,10.00%,"$2,403 ",,,0.50%,0.3,,81,75,0.8,0.8,1,17.00%,67.50%,15.50%,8011566,65.80%,Europe,"$11,382,000,000 ","$7,001,000,000 ",2000
0.90%,,65716,72380.637,Austria,,,30177,1.92E+11,10.10%,"$2,406 ",,,0.50%,0.4,,82,76,0.8,0.8,1,16.80%,67.60%,15.60%,8042293,65.80%,Europe,"$11,511,000,000 ","$7,408,000,000 ",2001
1.00%,,67179,80819.57,Austria,,,30447,2.08E+11,10.10%,"$2,599 ",,,0.40%,0.4,,82,76,0.8,0.8,1,16.70%,67.70%,15.60%,8081957,65.80%,Europe,"$12,334,000,000 ","$7,743,000,000 ",2002
1.00%,,72317,81214.23,Austria,25,,32214,2.54E+11,10.30%,"$3,223 ",,,0.40%,0.4,,82,76,0.8,0.9,1,16.50%,67.80%,15.70%,8121423,65.80%,Europe,"$15,128,000,000 ","$9,761,000,000 ",2003
1.00%,,71866,81719.66,Austria,25,,32690,2.91E+11,10.40%,"$3,720 ",,,0.40%,0.5,,82,76,0.9,1,1,16.30%,67.90%,15.80%,8171966,65.80%,Europe,"$17,251,000,000 ","$10,812,000,000 ",2004
1.00%,58.20%,74238,82278.29,Austria,25,,33792,3.05E+11,10.40%,"$3,863 ",113,170,0.40%,0.6,,82,77,1,1.1,1,16.00%,67.90%,16.10%,8227829,65.80%,Europe,"$18,471,000,000 ","$11,077,000,000 ",2005
0.90%,52.40%,71565,74417.769,Austria,25,,33799,3.25E+11,10.20%,"$4,016 ",113,170,0.40%,0.6,,83,77,1.1,1.1,1,15.80%,67.90%,16.40%,8268641,65.80%,Europe,"$18,886,000,000 ","$11,721,000,000 ",2006
0.90%,52.40%,69141,74707.092,Austria,25,,33393,3.75E+11,10.30%,"$4,636 ",113,170,0.40%,0.7,,83,77,1.2,1.2,1,15.50%,67.80%,16.70%,8300788,65.80%,Europe,"$21,088,000,000 ","$12,825,000,000 ",2007
0.90%,52.40%,68269,75032.334,Austria,25,,33545,4.14E+11,10.50%,"$5,211 ",113,170,0.40%,0.7,,83,78,1.3,1.3,1,15.20%,67.70%,17.10%,8336926,65.80%,Europe,"$24,346,000,000 ","$13,993,000,000 ",2008
0.90%,53.40%,62262,75287.475,Austria,25,,31963,3.84E+11,11.20%,"$5,125 ",113,170,0.40%,0.7,,83,77,1.3,1.4,1,15.00%,67.50%,17.50%,8365275,65.80%,Europe,"$21,220,000,000 ","$12,767,000,000 ",2009
0.90%,53.20%,66897,75507.939,Austria,25,,34228,3.78E+11,11.60%,"$5,272 ",113,170,0.40%,0.8,,83,78,1.4,1.5,1,14.80%,67.40%,17.80%,8389771,65.90%,Europe,"$20,980,000,000 ","$12,213,000,000 ",2010
0.90%,52.30%,,75655.683,Austria,25,,33019,4.16E+11,11.30%,"$5,643 ",113,170,0.30%,0.8,,84,78,1.5,1.5,1,14.60%,67.30%,18.10%,8406187,65.90%,Europe,"$22,453,000,000 ","$12,920,000,000 ",2011
0.90%,52.40%,,75869.919,Austria,25,28,32896,3.94E+11,11.50%,"$5,407 ",113,170,0.30%,0.8,,84,78,1.6,1.6,1,14.50%,67.20%,18.20%,8429991,65.90%,Europe,"$21,446,000,000 ","$12,352,000,000 ",2012
1.50%,,29508,120729,Azerbaijan,,,11296,5272617196,4.70%,$30 ,,,6.10%,0,19.70%,70,64,0,0.1,1,31.10%,63.30%,5.60%,8048600,51.40%,Asia,"$68,000,000 ","$138,000,000 ",2000
1.40%,,28771,113556.8,Azerbaijan,,,11445,5707618247,4.50%,$31 ,,,5.70%,0,19.70%,70,64,0.1,0.1,1,30.10%,64.10%,5.80%,8111200,51.60%,Asia,"$57,000,000 ","$119,000,000 ",2001
1.40%,,29615,114407.3,Azerbaijan,,,11559,6236024951,4.50%,$34 ,,,5.30%,0.1,17.40%,70,65,0.1,0.1,1,29.10%,64.90%,6.00%,8171950,51.80%,Asia,"$63,000,000 ","$110,000,000 ",2002
1.40%,,30616,115277.4,Azerbaijan,105,,12158,7275766111,6.60%,$57 ,,,5.00%,,15.50%,71,65,0.1,0.1,1,28.00%,65.80%,6.20%,8234100,52.00%,Asia,"$70,000,000 ","$120,000,000 ",2003
1.60%,,32090,132904,Azerbaijan,121,,12786,8680511918,7.90%,$81 ,,,4.70%,,15.70%,71,66,0.2,0.2,1,27.00%,66.70%,6.40%,8306500,52.20%,Asia,"$79,000,000 ","$140,000,000 ",2004
1.70%,46.40%,34338,142661.45,Azerbaijan,113,,13427,13245421881,7.90%,$122 ,678,756,4.40%,0.1,17.00%,72,66,0.3,0.3,1,26.00%,67.60%,6.40%,8391850,52.40%,Asia,"$100,000,000 ","$188,000,000 ",2005
1.80%,42.20%,39167,152721.9,Azerbaijan,51,,13232,20982270733,6.20%,$149 ,904,1000,4.20%,0.1,17.90%,72,67,0.3,0.4,1,25.10%,68.50%,6.40%,8484550,52.60%,Asia,"$201,000,000 ","$256,000,000 ",2006
1.80%,40.90%,41426,154463.4,Azerbaijan,36,,12113,33050343783,5.10%,$192 ,904,952,3.90%,0.1,19.10%,73,67,0.5,0.5,1,24.30%,69.30%,6.30%,8581300,52.80%,Asia,"$317,000,000 ","$381,000,000 ",2007
1.70%,40.90%,45702,148977.8,Azerbaijan,10,,13322,48852482960,4.40%,$241 ,339,376,3.70%,0.2,19.80%,73,67,0.7,0.7,1,23.70%,70.10%,6.20%,8763400,53.00%,Asia,"$382,000,000 ","$456,000,000 ",2008
1.70%,40.90%,42629,152103.131,Azerbaijan,10,,11937,44291490421,5.90%,$288 ,339,376,3.50%,0.3,20.00%,73,67,0.8,0.9,1,23.10%,70.80%,6.10%,8947243,53.20%,Asia,"$545,000,000 ","$488,000,000 ",2009
1.80%,40.90%,45731,162977.976,Azerbaijan,8,,11586,52902703376,5.30%,$310 ,226,306,3.40%,0.5,20.70%,74,67,0.9,1,1,22.70%,71.40%,5.90%,9054332,53.40%,Asia,"$792,000,000 ","$856,000,000 ",2010
1.90%,40.00%,,174288.558,Azerbaijan,8,,12561,65951627200,5.00%,$359 ,113,225,3.20%,0.5,19.00%,74,68,1.1,1.1,1,22.40%,71.80%,5.80%,9173082,53.60%,Asia,"$1,500,000,000 ","$1,778,000,000 ",2011
1.90%,40.00%,,176619.896,Azerbaijan,8,71,,68730906314,5.40%,$398 ,113,214,3.10%,0.5,18.30%,74,68,1,1.1,1,22.20%,72.10%,5.70%,9295784,53.90%,Asia,"$2,634,000,000 ","$2,616,000,000 ",2012
1.80%,,1668,5359.662,"Bahamas, The",,,,6327552000,5.20%,"$1,107 ",,,1.30%,0.1,6.00%,75,69,0.1,0.1,1,29.30%,65.40%,5.40%,297759,82.00%,The Americas,"$1,753,000,000 ","$348,000,000 ",2000
1.70%,,1569,5151.085,"Bahamas, The",,,,6516651000,5.10%,"$1,107 ",,,1.30%,0.1,6.00%,76,70,0.2,0.2,1,28.60%,65.90%,5.50%,303005,82.10%,The Americas,"$1,665,000,000 ","$342,000,000 ",2001
1.60%,,1577,4944.624,"Bahamas, The",,,,6957996000,5.30%,"$1,183 ",,,1.30%,0.2,6.00%,76,70,0.3,0.4,1,27.90%,66.40%,5.70%,309039,82.10%,The Americas,"$1,773,000,000 ","$338,000,000 ",2002
1.60%,,1518,5049.984,"Bahamas, The",,,,6949317000,5.60%,"$1,237 ",,,1.30%,0.2,6.00%,76,70,0.3,0.4,1,27.10%,67.00%,5.90%,315624,82.20%,The Americas,"$1,770,000,000 ","$404,000,000 ",2003
1.50%,,1723,4836,"Bahamas, The",,,664,7094413000,6.00%,"$1,326 ",,,1.30%,0.2,6.00%,77,70,0.5,0.6,1,26.30%,67.60%,6.10%,322400,82.20%,The Americas,"$1,897,000,000 ","$469,000,000 ",2004
1.50%,,1599,4936.32,"Bahamas, The",,,696,7706222000,6.00%,"$1,394 ",,,1.30%,0.3,5.50%,77,71,0.7,0.7,1,25.60%,68.20%,6.20%,329088,82.30%,The Americas,"$2,081,000,000 ","$528,000,000 ",2005
1.50%,,1522,5034.33,"Bahamas, The",,,706,7965588000,6.90%,"$1,645 ",,,1.20%,0.3,5.50%,77,71,0.7,0.8,1,24.90%,68.80%,6.40%,335622,82.30%,The Americas,"$2,066,000,000 ","$541,000,000 ",2006
1.50%,44.90%,1547,5130.735,"Bahamas, The",31,,709,8318996000,7.10%,"$1,721 ",0,58,1.20%,0.3,5.50%,77,71,1.1,1.1,1,24.20%,69.30%,6.50%,342049,82.40%,The Americas,"$2,198,000,000 ","$538,000,000 ",2007
1.60%,44.90%,1045,5573.44,"Bahamas, The",31,,,8246650000,7.30%,"$1,729 ",0,58,1.20%,0.3,5.50%,77,71,1,1,1,23.60%,69.80%,6.60%,348340,82.40%,The Americas,"$2,155,000,000 ","$460,000,000 ",2008
1.60%,44.90%,1643,5671.872,"Bahamas, The",31,,,7820420000,7.40%,"$1,640 ",0,58,1.20%,0.3,5.50%,78,71,1,1,1,23.00%,70.20%,6.80%,354492,82.50%,The Americas,"$2,025,000,000 ","$386,000,000 ",2009
1.60%,44.90%,2464,5767.968,"Bahamas, The",24,,,7888087000,7.40%,"$1,626 ",0,58,1.10%,0.4,5.50%,78,72,1.2,1.2,1,22.50%,70.60%,7.00%,360498,82.50%,The Americas,"$2,159,000,000 ","$369,000,000 ",2010
1.50%,46.60%,,5494.965,"Bahamas, The",24,,,7872584000,7.50%,"$1,622 ",0,58,1.10%,0.7,5.10%,78,72,0.8,0.8,1,22.00%,70.80%,7.20%,366331,82.60%,The Americas,"$2,223,000,000 ","$347,000,000 ",2011
1.50%,46.60%,,5579.4,"Bahamas, The",24,76,,8149004000,7.50%,"$1,647 ",0,58,1.10%,0.7,4.80%,78,72,0.8,0.8,1,21.60%,71.00%,7.40%,371960,82.70%,The Americas,"$2,415,000,000 ","$384,000,000 ",2012
2.10%,,18643,14033.019,Bahrain,,,5865,9063147901,3.50%,$476 ,,,1.10%,0.1,11.60%,76,74,0.3,0.3,1,30.80%,66.70%,2.40%,668239,88.40%,Middle East,"$854,000,000 ","$425,000,000 ",2000
2.10%,,13927,14673.729,Bahrain,,,6069,8976446420,3.80%,$488 ,,,1.10%,0.2,10.70%,76,74,0.4,0.4,1,30.50%,67.00%,2.40%,698749,88.40%,Middle East,"$886,000,000 ","$423,000,000 ",2001
2.00%,,15698,14650.82,Bahrain,,,6433,9632411109,3.90%,$510 ,,,1.00%,0.2,8.40%,76,74,0.5,0.5,1,30.10%,67.50%,2.40%,732541,88.40%,Middle East,"$985,000,000 ","$550,000,000 ",2002
2.00%,,16468,15441.16,Bahrain,,,6752,11075116594,3.70%,$536 ,,,1.00%,0.2,8.30%,76,74,0.5,0.6,1,29.40%,68.30%,2.30%,772058,88.40%,Middle East,"$1,206,000,000 ","$492,000,000 ",2003
1.90%,,17510,15589.595,Bahrain,,,6970,13150516509,3.90%,$539 ,,,1.00%,0.2,7.90%,76,75,0.8,0.8,1,28.30%,69.40%,2.30%,820505,88.40%,Middle East,"$1,504,000,000 ","$528,000,000 ",2004
1.90%,,19208,16711.146,Bahrain,,,7332,15969151306,3.70%,$573 ,,,0.90%,0.2,7.80%,76,75,0.8,0.9,1,26.90%,70.90%,2.20%,879534,88.40%,Middle East,"$1,603,000,000 ","$574,000,000 ",2005
1.80%,,19497,17117.118,Bahrain,,,8093,18505250857,3.60%,$599 ,,,0.90%,0.3,8.00%,76,75,0.9,1,1,25.20%,72.70%,2.20%,950951,88.40%,Middle East,"$1,786,000,000 ","$639,000,000 ",2006
1.80%,14.70%,22398,18582.354,Bahrain,9,,8962,21730590263,3.60%,$648 ,0,36,0.90%,0.3,8.30%,77,75,1,1.1,1,23.30%,74.60%,2.10%,1032353,88.40%,Middle East,"$1,854,000,000 ","$671,000,000 ",2007
1.70%,13.50%,24301,18972.646,Bahrain,9,,9771,25711147929,4.10%,$727 ,0,36,0.80%,0.5,8.20%,77,75,1.3,1.3,1,21.70%,76.30%,2.10%,1116038,88.50%,Middle East,"$1,927,000,000 ","$704,000,000 ",2008
1.70%,13.50%,24169,20256.163,Bahrain,9,,9340,22938464723,4.50%,$729 ,0,36,0.70%,0.5,7.90%,77,75,1.2,1.2,1,20.50%,77.50%,2.00%,1191539,88.50%,Middle East,"$1,873,000,000 ","$597,000,000 ",2009
1.60%,13.50%,24202,20024.208,Bahrain,9,,9472,25713547869,4.30%,$747 ,0,36,0.70%,0.6,7.20%,77,76,1.2,1.3,1,19.90%,78.10%,2.00%,1251513,88.50%,Middle East,"$2,163,000,000 ","$684,000,000 ",2010
1.60%,13.50%,,20684.224,Bahrain,9,,9506,29044378668,3.80%,$766 ,0,36,0.60%,0.8,6.80%,77,76,1.3,1.3,1,19.80%,78.10%,2.10%,1292764,88.60%,Middle East,"$1,766,000,000 ","$899,000,000 ",2011
1.60%,13.50%,,21085.232,Bahrain,9,47,,30362317939,3.90%,$895 ,0,36,0.60%,0.9,6.00%,77,76,1.6,1.6,1,20.20%,77.70%,2.10%,1317827,88.60%,Middle East,"$1,742,000,000 ","$889,000,000 ",2012
2.70%,,27869,3574348.155,Bangladesh,,,18591,47124925462,2.80%,$10 ,,,6.40%,0,15.50%,66,65,0,0,1,37.00%,59.00%,4.10%,132383265,23.60%,Asia,"$50,000,000 ","$471,000,000 ",2000
2.60%,,32457,3502967.078,Bangladesh,,,20223,46987842847,3.00%,$10 ,,,6.20%,0,15.80%,66,66,0,0,1,36.40%,59.50%,4.10%,134729503,24.10%,Asia,"$48,000,000 ","$341,000,000 ",2001
2.60%,,33707,3562163.254,Bangladesh,,,20756,47571130071,3.10%,$11 ,,,5.90%,0,16.00%,67,66,0,0,1,35.90%,60.00%,4.10%,137006279,24.80%,Asia,"$59,000,000 ","$309,000,000 ",2002
2.50%,,33883,3479649.65,Bangladesh,50,,21713,51913661485,3.00%,$11 ,,,5.60%,0,16.00%,67,66,0,0,1,35.40%,60.50%,4.20%,139185986,25.40%,Asia,"$59,000,000 ","$389,000,000 ",2003
2.40%,,39750,3389640.84,Bangladesh,50,,22554,56560744012,3.10%,$12 ,,,5.30%,0,14.80%,68,67,0,0,1,34.80%,60.90%,4.20%,141235035,26.10%,Asia,"$76,000,000 ","$442,000,000 ",2004
2.30%,35.30%,37554,3292109.14,Bangladesh,50,,23868,60277560976,3.20%,$13 ,339,400,5.10%,0,14.00%,68,67,0,0.1,1,34.30%,61.40%,4.30%,143135180,26.80%,Asia,"$79,000,000 ","$375,000,000 ",2005
2.30%,35.30%,48137,3331980.146,Bangladesh,50,,25332,61901116736,3.40%,$14 ,339,400,4.80%,0,15.30%,68,67,0.1,0.1,1,33.80%,61.90%,4.40%,144868702,27.50%,Asia,"$80,000,000 ","$444,000,000 ",2006
2.20%,37.00%,48467,3222055.474,Bangladesh,74,,26626,68415421373,3.50%,$16 ,339,400,4.60%,0,16.00%,69,68,0.2,0.2,1,33.30%,62.30%,4.40%,146457067,28.20%,Asia,"$76,000,000 ","$530,000,000 ",2007
2.20%,36.10%,46435,3255339.274,Bangladesh,73,,27873,79554350678,3.50%,$19 ,226,302,4.30%,0,16.40%,69,68,0.3,0.3,1,32.70%,62.80%,4.50%,147969967,29.00%,Asia,"$75,000,000 ","$735,000,000 ",2008
2.10%,35.00%,52328,3139565.1,Bangladesh,43,,29131,89356650349,3.70%,$22 ,226,302,4.10%,0,14.60%,70,68,0.3,0.3,1,32.20%,63.20%,4.60%,149503100,29.70%,Asia,"$77,000,000 ","$651,000,000 ",2009
2.10%,35.00%,56153,3173634.975,Bangladesh,19,,30756,1.00E+11,3.70%,$24 ,226,302,3.90%,0,13.00%,70,69,0.4,0.4,1,31.70%,63.70%,4.60%,151125475,30.50%,Asia,"$103,000,000 ","$835,000,000 ",2010
2.10%,35.00%,,3210111.051,Bangladesh,19,,31294,1.12E+11,3.80%,$27 ,226,302,3.70%,0.1,13.30%,71,69,0.5,0.6,1,31.10%,64.20%,4.70%,152862431,31.20%,Asia,"$97,000,000 ","$819,000,000 ",2011
2.00%,35.00%,,3093907.36,Bangladesh,19,132,,1.16E+11,3.60%,$26 ,226,302,3.50%,0.1,13.00%,71,70,0.6,0.6,1,30.60%,64.70%,4.70%,154695368,32.00%,Asia,"$110,000,000 ","$829,000,000 ",2012
1.30%,,1188,3473.47,Barbados,,,,3119500000,6.30%,$602 ,,,1.50%,0,10.20%,75,71,0.1,0.1,1,21.90%,66.60%,11.50%,267190,33.80%,The Americas,"$733,000,000 ","$141,000,000 ",2000
1.30%,,1221,3487.848,Barbados,,,,3112350000,6.70%,$635 ,,,1.50%,0.1,9.60%,76,71,0.2,0.2,1,21.70%,66.90%,11.50%,268296,33.70%,The Americas,"$706,000,000 ","$149,000,000 ",2001
1.30%,,1228,3503.812,Barbados,,,,3168600000,7.40%,$677 ,,,1.50%,0.3,8.50%,76,71,0.3,0.4,1,21.40%,67.20%,11.40%,269524,33.50%,The Americas,"$666,000,000 ","$146,000,000 ",2002
1.30%,,1269,3520.972,Barbados,,,,3271200000,7.10%,$702 ,,,1.50%,0.4,8.50%,76,71,0.5,0.5,1,21.10%,67.70%,11.20%,270844,33.30%,The Americas,"$767,000,000 ","$153,000,000 ",2003
1.30%,,1294,3538.665,Barbados,,,375,3509700000,7.10%,$737 ,,,1.50%,0.5,8.30%,76,71,0.7,0.7,1,20.90%,68.10%,11.00%,272205,33.10%,The Americas,"$784,000,000 ","$163,000,000 ",2004
1.30%,,1353,3556.384,Barbados,,,390,3891500000,7.00%,$765 ,,,1.50%,0.5,9.20%,76,72,0.7,0.8,1,20.60%,68.60%,10.80%,273568,32.90%,The Americas,"$1,081,000,000 ","$274,000,000 ",2005
1.30%,,1371,3573.999,Barbados,,,398,4314050000,7.10%,$826 ,,,1.40%,0.6,10.30%,77,72,0.8,0.9,1,20.30%,69.00%,10.70%,274923,32.80%,The Americas,"$1,235,000,000 ","$284,000,000 ",2006
1.30%,,1426,3591.601,Barbados,,,401,4513250000,7.50%,$928 ,,,1.40%,0.6,10.80%,77,72,0.9,0.9,1,20.00%,69.40%,10.60%,276277,32.60%,The Americas,"$1,224,000,000 ","$290,000,000 ",2007
1.30%,,1635,3609.242,Barbados,,,,4541550000,7.50%,$996 ,,,1.40%,0.6,10.00%,77,72,1,1,1,19.80%,69.80%,10.50%,277634,32.40%,The Americas,"$1,244,000,000 ","$279,000,000 ",2008
1.30%,,1624,3627.078,Barbados,,,,4592650000,8.00%,"$1,025 ",,,1.40%,0.6,9.20%,77,72,1.2,1.2,1,19.50%,70.10%,10.40%,279006,32.20%,The Americas,"$1,122,000,000 ","$293,000,000 ",2009
1.30%,,1503,3645.148,Barbados,,,,4433700000,6.70%,$978 ,,,1.40%,0.7,8.70%,77,72,1.2,1.2,1,19.30%,70.30%,10.40%,280396,32.10%,The Americas,"$1,074,000,000 ","$351,000,000 ",2010
1.30%,41.10%,,3663.452,Barbados,18,,,4368900000,7.20%,$935 ,226,245,1.40%,0.7,8.70%,77,73,1.2,1.2,1,19.10%,70.40%,10.50%,281804,31.90%,The Americas,,,2011
1.30%,40.80%,,3681.873,Barbados,18,84,,4224850000,6.30%,$938 ,226,237,1.40%,0.7,8.70%,78,73,1.2,1.2,1,19.00%,70.40%,10.60%,283221,31.80%,The Americas,,,2012
0.90%,,53469,90045,Belarus,,,24695,12736856485,6.10%,$64 ,,,1.10%,0,67.70%,75,63,0,0,1,18.60%,67.90%,13.40%,10005000,70.00%,Europe,"$188,000,000 ","$247,000,000 ",2000
0.90%,,52596,89352,Belarus,,,24785,12354820144,6.60%,$83 ,,,1.00%,0,47.00%,75,63,0,0,1,17.90%,68.40%,13.70%,9928000,70.50%,Europe,"$272,000,000 ","$486,000,000 ",2001
0.90%,,52390,88785,Belarus,,,25262,14594925393,6.50%,$96 ,,,0.90%,0.1,36.90%,74,62,0,0,1,17.20%,68.70%,14.00%,9865000,70.90%,Europe,"$295,000,000 ","$527,000,000 ",2002
0.90%,,53722,88173,Belarus,79,,26009,17825436035,6.60%,$120 ,,,0.90%,,24.00%,75,63,0.1,0.1,1,16.60%,69.10%,14.30%,9797000,71.40%,Europe,"$339,000,000 ","$436,000,000 ",2003
0.90%,,58038,87570,Belarus,79,,26888,23141587718,6.60%,$157 ,,,0.80%,,16.90%,75,63,0.2,0.2,1,16.00%,69.40%,14.60%,9730000,71.90%,Europe,"$362,000,000 ","$500,000,000 ",2004
0.90%,137.30%,59064,86967,Belarus,79,,26874,30210091837,6.90%,$215 ,904,987,0.70%,,11.40%,75,63,0.4,0.4,1,15.50%,69.80%,14.70%,9663000,72.40%,Europe,"$346,000,000 ","$516,000,000 ",2005
1.00%,137.30%,61829,96040,Belarus,69,,28621,36961918859,6.30%,$243 ,904,987,0.70%,0.2,8.80%,76,64,0.6,0.6,1,15.20%,70.20%,14.70%,9604000,72.80%,Europe,"$401,000,000 ","$675,000,000 ",2006
1.10%,120.80%,60282,105160,Belarus,48,,28039,45275711996,6.40%,$304 ,904,987,0.60%,0.2,8.60%,76,65,0.7,0.7,1,15.00%,70.50%,14.50%,9560000,73.30%,Europe,"$479,000,000 ","$724,000,000 ",2007
1.10%,117.50%,62816,104808,Belarus,31,,28098,60763483146,5.90%,$378 ,904,987,0.60%,0.2,8.60%,77,65,0.8,0.9,1,14.80%,70.80%,14.30%,9528000,73.70%,Europe,"$585,000,000 ","$860,000,000 ",2008
1.10%,99.70%,60293,104577,Belarus,10,,26737,49208656976,6.10%,$314 ,791,900,0.50%,0.3,11.70%,76,65,1,1,1,14.80%,71.10%,14.10%,9507000,74.20%,Europe,"$563,000,000 ","$752,000,000 ",2009
1.10%,80.50%,62222,104390,Belarus,10,,27686,55220932614,5.60%,$323 ,791,798,0.50%,0.3,9.20%,77,65,1,1.1,1,14.80%,71.20%,13.90%,9490000,74.60%,Europe,"$665,000,000 ","$748,000,000 ",2010
1.20%,62.30%,,113676,Belarus,10,,29501,59734593905,4.90%,$311 ,565,654,0.40%,0.4,13.60%,77,65,1.1,1.1,1,14.90%,71.20%,13.80%,9473000,75.00%,Europe,"$747,000,000 ","$729,000,000 ",2011
1.20%,60.50%,,113568,Belarus,10,64,,63615445567,5.00%,$339 ,226,338,0.40%,0.5,19.50%,78,67,1.1,1.1,1,15.10%,71.10%,13.80%,9464000,75.50%,Europe,"$986,000,000 ","$781,000,000 ",2012
1.10%,,115709,112763.75,Belgium,,,58508,2.33E+11,8.10%,"$1,845 ",,,0.50%,0.3,8.00%,81,75,0.5,0.5,1,17.60%,65.50%,16.90%,10251250,97.10%,Europe,"$6,592,000,000 ","$9,429,000,000 ",2000
1.10%,,114766,113152.27,Belgium,,,58391,2.32E+11,8.30%,"$1,878 ",,,0.50%,0.3,8.50%,81,75,0.7,0.7,1,17.50%,65.50%,17.00%,10286570,97.20%,Europe,"$8,304,000,000 ","$10,878,000,000 ",2001
